deviceVendor,deviceProduct,deviceVersion,signatureId,severity,name,start,rt,msg,shost,smac,dhost,dmac,suser,suid,externalId,cs1Label,cs1
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:5484,5,IPsec Services has experienced a critical failure and has been shut down. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.,2022-09-26T07:14:11.625000Z,1664176451.625,IPsec Services has experienced a critical failure and has been shut down. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.,SUSE-778RUH2B,4C:80:93:54:e1:ed,tgillmore09-pc,00:E0:4C:ae:92:69,TGillmore,,5484,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:14:53.710000Z,1664176493.71,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,pannaley-osx,5C:5F:67:23:ef:cb,pannaley09-pc,00:E0:4C:b6:39:95,pannaley-osx$,A8C6B17,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:14:54.710000Z,1664176494.71,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,pannaley-osx,5C:5F:67:23:ef:cb,pannaley09-pc,00:E0:4C:b6:39:95,PAnnaley,A8C6B17,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:15:35.795000Z,1664176535.795,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LENOVO-ZOIP0YKMT,E8:B1:FC:a8:41:7a,w2012r2010-srv,00:E0:4C:84:86:96,LENOVO-ZOIP0YKMT$,A178E1B,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:15:36.795000Z,1664176536.795,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LENOVO-ZOIP0YKMT,E8:B1:FC:a8:41:7a,w2012r2010-srv,00:E0:4C:84:86:96,DTrishanna,A178E1B,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:16:17.880000Z,1664176577.88,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,rlouisiane-pc,00:E0:4C:81:72:b5,rlouisiane07-pc,4C:80:93:35:ca:58,rlouisiane-pc$,4353218,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:16:18.880000Z,1664176578.88,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,rlouisiane-pc,00:E0:4C:81:72:b5,rlouisiane07-pc,4C:80:93:35:ca:58,RLouisiane,4353218,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4928,3,An Active Directory replica source naming context was established.,2022-09-26T07:16:59.965000Z,1664176619.965,An Active Directory replica source naming context was established.,fklayten-pc,00:E0:4C:69:85:61,fklayten06-pc,00:E0:4C:be:99:ea,FKlayten,,4928,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:17:42.050000Z,1664176662.05,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,avanportfliet04-pc,00:E0:4C:6a:f3:38,avanportfliet04-pc,00:E0:4C:6a:f3:38,avanportfliet04-pc$,120A453,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:17:43.050000Z,1664176663.05,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,avanportfliet04-pc,00:E0:4C:6a:f3:38,avanportfliet04-pc,00:E0:4C:6a:f3:38,AVanportfliet,120A453,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4979,3,IPsec Main Mode and Extended Mode security associations were established.,2022-09-26T07:18:24.135000Z,1664176704.135,IPsec Main Mode and Extended Mode security associations were established.,WS-YGQZ2KOR,00:E0:4C:40:74:18,jluebke-pc,C4:85:08:53:8f:2b,JLuebke,,4979,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:19:06.220000Z,1664176746.22,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,MARVIN-QXLY5QPV,18:3D:A2:f4:00:7a,w2012r2008-srv,44:03:2C:2b:4d:fa,MARVIN-QXLY5QPV$,A5A70BF,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:19:07.220000Z,1664176747.22,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,MARVIN-QXLY5QPV,18:3D:A2:f4:00:7a,w2012r2008-srv,44:03:2C:2b:4d:fa,BZylah,A5A70BF,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:19:48.305000Z,1664176788.305,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,DELL-GORSFESA1M,00:13:20:4c:f7:2f,w2014r2007-srv,60:F2:62:d6:78:06,DELL-GORSFESA1M$,9648A2E,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:19:49.305000Z,1664176789.305,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,DELL-GORSFESA1M,00:13:20:4c:f7:2f,w2014r2007-srv,60:F2:62:d6:78:06,AFritzi,9648A2E,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:5058,3,Key file operation.,2022-09-26T07:20:30.390000Z,1664176830.39,Key file operation.,WORKSTATION-WQYIB0MYUT0Y,CC:2F:71:4d:5d:03,gemerys-pc,00:E0:4C:36:53:1c,GEmerys,,5058,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4800,3,The workstation was locked.,2022-09-26T07:21:12.475000Z,1664176872.475,The workstation was locked.,DESKTOP-RY6612PAZ,04:6C:59:5e:76:7e,w2012r2002-srv,5C:D2:E4:3a:78:2b,LScherf,D509F84,4800,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4659,3,A handle to an object was requested with intent to delete.,2022-09-26T07:21:54.560000Z,1664176914.56,A handle to an object was requested with intent to delete.,eazarian06-pc,3C:58:C2:01:41:53,eazarian06-pc,3C:58:C2:01:41:53,EAzarian,,4659,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4748,3,A security-disabled local group was deleted.,2022-09-26T07:22:36.645000Z,1664176956.645,A security-disabled local group was deleted.,rolajuwan-pc,BC:77:37:12:bd:cb,rolajuwan-pc,BC:77:37:12:bd:cb,ROlajuwan,,4748,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T07:23:18.730000Z,1664176998.73,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,galwitt08-osx,A0:C5:89:99:d8:94,w2019r2006-srv,A0:51:0B:e9:ad:73,GAlwitt,FFAEFE9,4647,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4634,3,An account was logged off.,2022-09-26T07:23:19.730000Z,1664176999.73,This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.,galwitt08-osx,A0:C5:89:99:d8:94,w2019r2006-srv,A0:51:0B:e9:ad:73,GAlwitt,FFAEFE9,4634,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:23:20.730000Z,1664177000.73,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LENOVO-SZADWZT1ZANA,00:DB:DF:2c:64:ac,w2019r2006-srv,A0:51:0B:e9:ad:73,LENOVO-SZADWZT1ZANA$,82EC9F7,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:23:21.730000Z,1664177001.73,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LENOVO-SZADWZT1ZANA,00:DB:DF:2c:64:ac,w2019r2006-srv,A0:51:0B:e9:ad:73,GAlwitt,82EC9F7,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4787,3,A non-member was added to a basic application group.,2022-09-26T07:24:00.815000Z,1664177040.815,A non-member is an account that is explicitly excluded from membership in a basic application group.  Even if the account is specified as a member of the application group - either explicitly or through nested group membership - the account will not be treated as a group member if it is listed as a non-member.,RHEL-3IP3FLFF,18:3D:A2:65:ba:1c,ishanno05-pc,FC:77:74:7b:77:9f,IShanno,,4787,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:24:42.900000Z,1664177082.9,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,rilariana06-osx,18:3D:A2:7e:ff:b1,rilariana-pc,00:E0:4C:89:34:e0,rilariana06-osx$,EF0F40F,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:24:43.900000Z,1664177083.9,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,rilariana06-osx,18:3D:A2:7e:ff:b1,rilariana-pc,00:E0:4C:89:34:e0,RIlariana,EF0F40F,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4758,3,A security-enabled universal group was deleted.,2022-09-26T07:25:24.985000Z,1664177124.985,A security-enabled universal group was deleted.,SUSE-778RUH2B,4C:80:93:54:e1:ed,tgillmore09-pc,00:E0:4C:ae:92:69,TGillmore,,4758,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T07:26:07.070000Z,1664177167.07,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,RHEL-SCSWGUWAA77,50:E0:85:67:15:48,setana-pc,3C:58:C2:fd:69:7e,SEtana,DE832D2,4647,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4634,3,An account was logged off.,2022-09-26T07:26:08.070000Z,1664177168.07,This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.,RHEL-SCSWGUWAA77,50:E0:85:67:15:48,setana-pc,3C:58:C2:fd:69:7e,SEtana,DE832D2,4634,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:26:09.070000Z,1664177169.07,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,AIX-1GBJZ8AH,E4:A4:71:1d:80:19,setana-pc,3C:58:C2:fd:69:7e,AIX-1GBJZ8AH$,14DAE32,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:26:10.070000Z,1664177170.07,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,AIX-1GBJZ8AH,E4:A4:71:1d:80:19,setana-pc,3C:58:C2:fd:69:7e,SEtana,14DAE32,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T07:26:49.155000Z,1664177209.155,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,DELL-BJFAKB8OK2,68:05:CA:f1:a5:10,w2014r2006-srv,00:03:47:86:72:69,BSelyn,A128762,4647,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4634,3,An account was logged off.,2022-09-26T07:26:50.155000Z,1664177210.155,This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.,DELL-BJFAKB8OK2,68:05:CA:f1:a5:10,w2014r2006-srv,00:03:47:86:72:69,BSelyn,A128762,4634,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:26:51.155000Z,1664177211.155,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,bselyn-osx,E4:FA:FD:db:52:f4,w2014r2006-srv,00:03:47:86:72:69,bselyn-osx$,E0C4BDC,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T07:26:52.155000Z,1664177212.155,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,bselyn-osx,E4:FA:FD:db:52:f4,w2014r2006-srv,00:03:47:86:72:69,BSelyn,E0C4BDC,4624,payload,
Microsoft,Windows 10,1.0,Microsoft-Windows-Security-Auditing:5169,3,A directory service object was modified.,2022-09-26T07:27:31.240000Z,1664177251.24,A directory service object was modified.,WIN-7XNB7RPVCJ,00:1F:3B:31:86:14,mcutright06-pc,5C:87:9C:f9:6b:33,MCutright,,5169,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4662,3,An operation was performed on an object.,2022-09-26T07:28:13.325000Z,1664177293.325,An operation was performed on an object.,rlettiere-osx,00:E0:4C:70:85:54,rlettiere07-pc,88:B1:11:62:a3:49,RLettiere,,4662,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:5464,3,PAStore Engine polled for changes to the active IPsec policy - detected changes - and applied them to IPsec Services.,2022-09-26T07:28:55.410000Z,1664177335.41,PAStore Engine polled for changes to the active IPsec policy - detected changes - and applied them to IPsec Services.,AIX-JKWG4S8M,00:E0:4C:11:c5:64,cmontarious-pc,1C:1B:B5:b7:d8:e5,CMontarious,,5464,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T07:29:37.495000Z,1664177377.495,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,MARVIN-MCBDRA1ROTS,00:E0:4C:fd:ca:5f,cmontarious-pc,A0:A8:CD:94:ce:8f,CMontarious,A84A99F,4647,payload,
